texto,rotulo,texto_limpo
"Para maior transparência e melhor empregabilidade do dinheiro público, Informamos que todos os patrocínios da Petrobras estão sob revisão, objetivando enfoque principal dos recursos para a educação infantil e manutenção do empregado à Orquesta Petrobras.",direita,maior transparência melhor empregabilidade dinheiro público informamos todos patrocínios petrobras sob revisão objetivando enfoque principal recursos educação infantil manutenção empregado orquesta petrobras
"Governos passados visavam “negócios” somente pelo lado ideológico, quase destruindo o Brasil. Pela manutenção no poder usavam o dinheiro público patrocinando governos companheiros de formas desinteressantes para nosso país. Sem este viés estamos mudando a direção da nação!",direita,governos passados visavam “negócios” somente lado ideológico quase destruindo brasil manutenção poder usavam dinheiro público patrocinando governos companheiros formas desinteressantes país viés mudando direção nação
"Fomentar o pequeno comércio é um dos meios de se valorizar e expandir culturas regionais, com geração de empregos e crescimento econômico local!",direita,fomentar pequeno comércio meios valorizar expandir culturas regionais geração empregos crescimento econômico local
São cada vez mais positivas as impressões que recebemos. A confiança no futuro do Brasil vem sendo restabelecida através de compromissos sólidos e eficientes para nossa economia. Temos um claro objetivo: colocar nosso país entre os 50 melhores para se fazer negócios no mundo!,direita,cada vez positivas impressões recebemos confiança futuro brasil vem sendo restabelecida através compromissos sólidos eficientes economia claro objetivo colocar país melhores fazer negócios mundo
"Foro de SP consiste no grupo de países e grupos ideologicamente alinhados usando o dinheiro dos cidadãos para a manutenção de seus companheiros no poder em nome do chamam de Pátria Grande Bolivariana. Graças a Deus, a economia e sociedade destes comungados foram deflagrados!",direita,foro sp consiste grupo países grupos ideologicamente alinhados usando dinheiro cidadãos manutenção companheiros poder nome chamam pátria grande bolivariana graças deus economia sociedade destes comungados deflagrados
"Assinamos hoje, Medida Provisória que foca o combate de fraudes no INSS, podendo poupar cerca de R$10 bilhões por ano aos cofres públicos.",direita,assinamos hoje medida provisória foca combate fraudes inss podendo poupar cerca r bilhões ano cofres públicos
"Ligamos hoje para o Presidente da Colômbia, Ivan Duque, para prestar nossa solidariedade diante do atentado terrorista que matou e feriu dezenas de pessoas em Bogotá, além de reiterar o total apoio do Brasil no combate ao terrorismo.",direita,ligamos hoje presidente colômbia ivan duque prestar solidariedade diante atentado terrorista matou feriu dezenas pessoas bogotá além reiterar total apoio brasil combate terrorismo
Estamos acompanhando atentamente a apuração dos fatos. Estendo a mão ao Presidente Ivan Duque e reafirmo o compromisso do Brasil em combater duramente o terrorismo e o crime organizado. Conte conosco!,direita,acompanhando atentamente apuração fatos estendo mão presidente ivan duque reafirmo compromisso brasil combater duramente terrorismo crime organizado conte conosco
"Mostrarei nosso desejo de fazer comércio com o mundo todo, prezando pela liberdade econômica, acordos bilaterais e saúde fiscal. Com esses pilares, o Brasil caminhará na direção do pleno emprego e da prosperidade. Espero trazer boas experiências e avanços ao nosso país!",direita,mostrarei desejo fazer comércio mundo todo prezando liberdade econômica acordos bilaterais saúde fiscal pilares brasil caminhará direção pleno emprego prosperidade espero trazer boas experiências avanços país
"Na próxima semana embarco rumo a Davos, Suíça, para participar do Fórum Econômico Mundial. Estou confiante e feliz com essa grande oportunidade de apresentar a líderes do mundo todo um Brasil diferente, livre das amarras ideológicas e corrupção generalizada.",direita,próxima semana embarco rumo davos suíça participar fórum econômico mundial confiante feliz grande oportunidade apresentar líderes mundo todo brasil diferente livre amarras ideológicas corrupção generalizada
"Marginais, por explosão, derrubaram torre de transmissão sobre a BR 020 no Ceará. Em 24hs nosso Ministro das Minas e Energia providenciou o restabelecimento da rede e desobstrução da rodovia. Com garantia jurídica e tipificação desses atos em terrorismo venceremos essa guerra.",direita,marginais explosão derrubaram torre transmissão sobre br ceará hs ministro minas energia providenciou restabelecimento rede desobstrução rodovia garantia jurídica tipificação desses atos terrorismo venceremos guerra
"- Ao criminoso  não interessa o partido desse ou daquele governador. Hoje ele age no Ceará, amanhã em SP, RS ou GO. - Suas ações, como incendiar, explodir, ... bens públicos ou privados, devem ser tipificados como TERRORISMO. - O PLS 272/2016 do Sen Lasier Martins é louvável.",direita,criminoso interessa partido desse daquele governador hoje age ceará amanhã sp rs go ações incendiar explodir bens públicos privados devem tipificados terrorismo pls sen lasier martins louvável
"A Bolsa de valores atingiu mais uma máxima histórica. O cenário mundial  somou-se ao otimismo no Brasil com o novo governo. Com saúde fiscal e liberdade econômica, vamos resgatar a confiança em nosso país!",direita,bolsa valores atingiu máxima histórica cenário mundial somou otimismo brasil novo governo saúde fiscal liberdade econômica vamos resgatar confiança país
Na gestão anterior a AGU manifestou-se a favor da prisão somente após o esgotamento de todos os recursos. Esse posicionamento será revisto pelo nosso governo em sentido favorável ao cumprimento da pena após condenação em segunda instância. Vamos combater a impunidade!,direita,gestão anterior agu manifestou favor prisão somente após esgotamento todos recursos posicionamento revisto governo sentido favorável cumprimento pena após condenação segunda instância vamos combater impunidade
"Com poucos dias de governo, não só a caixa preta do BNDES, mas de outros órgãos estão sendo levantados e serão divulgados. Muitos contratos foram desfeitos e serão expostos, como o de R$ 44 milhões para criar criptomoeda indígena que foi barrado pela Ministra Damares e outros.",direita,poucos dias governo caixa preta bndes outros órgãos sendo levantados divulgados muitos contratos desfeitos expostos r milhões criar criptomoeda indígena barrado ministra damares outros
"Meliantes se autoagridem para que AUDIÊNCIA DE CUSTÓDIA, na frente do juiz e do policial se vitimizem e digam que tiveram os direitos humanos desrespeitados e então sejam soltos, desmotivando os agentes de segurança, criando o ciclo da impunidade! Juntos, isso tem que mudar!",direita,meliantes autoagridem audiência custódia frente juiz policial vitimizem digam direitos humanos desrespeitados então soltos desmotivando agentes segurança criando ciclo impunidade juntos mudar
"Apesar do Governo do estado do Ceará ser do PT e realizar forte oposição a nós, jamais abandonaríamos o povo cearense neste momento de caos.",direita,apesar governo estado ceará pt realizar forte oposição jamais abandonaríamos povo cearense neste momento caos
"Sem garantias necessárias para os agentes de segurança pública agirem em prol do cidadão de bem, a diminuição dos crimes não vai ocorrer na velocidade que o brasileiro exige. Os poderes legislativo, executivo e judiciário têm que assumir este compromisso urgentemente.",direita,garantias necessárias agentes segurança pública agirem prol cidadão bem diminuição crimes vai ocorrer velocidade brasileiro exige poderes legislativo executivo judiciário têm assumir compromisso urgentemente
"Rapidamente atrairemos investimentos iniciais em torno de R$ 7 bi, com concessões de ferrovia, 12 aeroportos e 4 terminais portuários. Com a confiança do investidor sob condições favoráveis à população resgataremos o desenvolvimento inicial da infraestrutura do Brasil.",direita,rapidamente atrairemos investimentos iniciais torno r bi concessões ferrovia aeroportos terminais portuários confiança investidor sob condições favoráveis população resgataremos desenvolvimento inicial infraestrutura brasil
"Israel é referência mundial em tecnologia para diversos serviços e isso nos interessa. Não há razão para criticar o diálogo, muito menos quando a crítica vem de quem nada fez, só destruiu e roubou o país. Queremos o melhor para o Brasil e para a população brasileira!",direita,israel referência mundial tecnologia diversos serviços interessa razão criticar diálogo menos crítica vem nada fez destruiu roubou país queremos melhor brasil população brasileira
"Em meu governo, que terá início em janeiro de 2019, um PERFIL TÉCNICO ocupará a ANVISA, algo que infelizmente é SECUNDÁRIO diante da importância da Agência. Um órgão que terá o merecido valor para o desenvolvimento da medicina e outras responsabilidades.",direita,governo início janeiro perfil técnico ocupará anvisa algo infelizmente secundário diante importância agência órgão merecido valor desenvolvimento medicina outras responsabilidades
"Países com mais liberdade econômica no mundo possuem taxas baixíssimas de desemprego. Nós seguiremos este rumo. Nós criaremos emprego como nunca! O Norte e o Nordeste crescerão! Sul, Sudeste e Centro-Oeste voltarão a crescer! O Brasil será uma grande nação!",direita,países liberdade econômica mundo possuem taxas baixíssimas desemprego seguiremos rumo criaremos emprego nunca norte nordeste crescerão sul sudeste centro oeste voltarão crescer brasil grande nação
