texto,label,texto_limpo
"^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
I've heard many Turks say this and it surpises me that they don't read about
it.Remember the Treaty of Sevres-as a consequence of being in the Axis powers
in WWI.The Turks UNDER INTERNATIONAL LAW were supposed to look after their
minorities ie. Greeks,Armenians,Kurds(I must say Turk-Kurd relations are 
improving slightly with time) and not pose a threat to Turkey's neighbours.
The Turks blatantly rejected this treaty(the Germans grudgingly accepted 
Versailles which was a million times worse for the health and pride of the 
German people).The Greeks who had an army there,were there with BRITISH
and FRENCH backing to enforce Sevres.
    In possibly the first example of appeasement the Young Turk government
managed screwed the Treaty of Laussane out of the weak allies,this was after 
the Greek forces were were destroyed at Smyrna.When this occurred incidently,
FRENCH warships were in the harbour and many Greeks trying escape swam to the 
FRENCH warships and climbed aboard only to get their arms cut off by the FRENCH
as they clawed they're way up the sides of the ships.
Libertae,egalitae,fraternatae.",1,ive heard many turks say surpises dont read itremember treaty sevres consequence axis powers wwithe turks international law supposed look minorities ie greeksarmenianskurdsi must say turk kurd relations improving slightly time pose threat turkeys neighbours turks blatantly rejected treatythe germans grudgingly accepted versailles million times worse health pride german peoplethe greeks army therewere british french backing enforce sevres possibly first example appeasement young turk government managed screwed treaty laussane weak alliesthis greek forces destroyed smyrnawhen occurred incidently french warships harbour many greeks trying escape swam french warships climbed aboard get arms cut french clawed theyre way sides ships libertaeegalitaefraternatae
"Joachim Martillo writes

If you were to substitute the word ""Jew""/""Jewish"" in this posting where you  
see the word ""Muslim""/""Islamic"", switch Joachim and Mohammed's names around,  
and then repost this, you would get a flood of messages attacking the author  
as an anti-semite. And rightly so. The author of this crap is a racist, pure  
and simple. He obviously has no qualms about being open with it, either,  
unlike some other Arab- and Mulsim-bashers on the Net. 

Now, I for one, am not going to look at Joachim's posting and infer from it  
that all Jews think this way. Sure, there might be some, but this view is not  
a part of Judaism, and it is stupid to believe that all Jews' minds are this  
twisted. However, some Muslims might look at Joachim's flame as a  
reaffirmation of their worst fears about Jews: that they all hate Arabs and  
are racists.

For this reason, I am alarmed that not more Jews on the Net have spoken out  
against what Joachim has said. They have the chance to possibly change the  
anti-semitic views of some people on the net, to show them that all Jews do  
*not* hate all Arabs and Muslims, just like all Muslims do *not* hate all  
Jews. Yet they are missing that chance. Remember, to many people, silence  
implies consent.

Peace.
--",1,joachim martillo writes substitute word jew jewish posting see word muslim islamic switch joachim mohammeds names around repost would get flood messages attacking author anti semite rightly author crap racist pure simple obviously qualms open either unlike arab mulsim bashers net one going look joachims posting infer jews think way sure might view part judaism stupid believe jews minds twisted however muslims might look joachims flame reaffirmation worst fears jews hate arabs racists reason alarmed jews net spoken joachim said chance possibly change anti semitic views people net show jews hate arabs muslims like muslims hate jews yet missing chance remember many people silence implies consent peace
"Yup, you said it.  I admire such honesty. ;-)


Fire an Anschutz .22, then come back and talk to us.  You're letting
ignorance and possibly fear cloud your thinking.  Either that, or this
is sour grapes because we beat you in the Olympic shooting events.
Funny, you'd think biathalon would be a natural sport for the norse. ;-)


Precisely.  That makes them the best method of defense for the citizenry.
Not everybody has the time to train with a gladius, you know, but for
some reason those who prey on others seem to have more free time.  To
extend this a bit further, you need only a certain level of competence
to beat another with a range weapon.  Getting in their face with a
weapon and winning is much more difficult, and requires more training
time the average citizen just does not have.  I've spent a few years
practicing with a sword.  I can take the common person armed with one
(though self-defense isn't the reason I own one).  My kid sister would
have an even chance of beating me, gun vs. gun, with only a month of
training.  That makes firearms much better, in our eyes.


Excellent point.  Perhaps you aren't so naive after all?


Taken into consideration in what respect?  Though quite wrong, let's
make it a blanket statement for weapons in general.  This has been
taken into consideration.  We call use of them aggrivated assault,
assault with a deadly weapon, assault with intent to kill, attempted
murder, and a whole host of others, and tack on extra prison time.


In Norway I suspect it was about the only weapon available.  You conquered
your land (among others) a full millenia before we were thought of, and
shortly thereafter weapons weren't quite so common.  I suspect that a few
world wars made a difference too, since in times of emergency weapons
tend to be turned in or donated to needy causes.  I'm curious, though,
were the weapons used in the crimes bought shortly before the crime, or
were they aquired by other means?  Any requirements other than just
registering the shotgun?


""Come on down to honest Erik's Used Swords!  Here's a slightly-used
short sword, *THE* battlefield supremacy weapon of the eleventh
century!  Only $39.95 with trade-in.  Easy financing!""  Sorry, I
couldn't resist.  You guys still slicing each other with long knives,
or is this really not a problem?


I'm all for that.  What gets me is that scandanavians (and yes, I'm only
a couple generations off the longship) used to be some of the most
feared warriors on the planet a mere millenia ago, yet now seem to
spend their time sitting in spas and doing a bit of topless sunbathing.
Maybe you had a bit more time, and a more homogeneous culture, to become
civilized with?


Yes.  We're too damned violent, partially I believe because we are not
a homogeneous culture and don't identify ourselves as ""Americans"" first
and foremost.  I'm rather proud of my Norwegian and Danish heritage,
whereas I suspect you couldn't care less about that 2% Welsh blood in
your veins thanks to a raid in Ireland back in 1055?  The time scale
and the homogeneous culture are important.  Equally important is a
basic philosophical difference in personal versus collective good.
In America, the individual is more important than the masses.  Personal
liberties are prized above all.  This is, sadly, changing of late, but
I trust you notice how this call for freedom makes laws that restrict
individuals for little collective benefit hateful to Americans.  I'd
hazard a guess that, were America less interested in freedom and
personal liberty and more interested in collective good we never would
have sent our armed forces anywhere.  One poor effect of this culture
we have is that we're looking out for ourselves and it is quite easy
to identify with only a small segment of the population.  My grandmother
tells of being discriminated against back in Denmark because she spoke
""low Dane,"" whereas others spoke ""high Dane.""  It was shortly after
World War II, as I remember, that ""low Dane"" was abolished so there was
one common dialect.  We cannot fathom such a minor thing being a problem,
because we have even more obvious means of identifying an ""outsider.""


Take heart, yours is better than 90% of what gets posted by native speakers.
Any helpful hints for our educational system?  People have this annoying
tendency to drop out of school and sell drugs over here.

[ ;-) And what kind of name is Thomas Parsli?  Here, you can use my great
grandfather's before he changed it: Christian Aarskog.  That's a
great one for getting mispronounced.  I think that's why he changed it.
I don't think he needs it anymore ;-) ]",0,yup said admire honesty fire anschutz come back talk us youre letting ignorance possibly fear cloud thinking either sour grapes beat olympic shooting events funny youd think biathalon would natural sport norse precisely makes best method defense citizenry everybody time train gladius know reason prey others seem free time extend bit need certain level competence beat another range weapon getting face weapon winning much difficult requires training time average citizen ive spent years practicing sword take common person armed one though self defense isnt reason one kid sister would even chance beating gun vs gun month training makes firearms much better eyes excellent point perhaps arent naive taken consideration respect though quite wrong lets make blanket statement weapons general taken consideration call use aggrivated assault assault deadly weapon assault intent kill attempted murder whole host others tack extra prison time norway suspect weapon available conquered land among others full millenia thought shortly thereafter weapons werent quite common suspect world wars made difference since times emergency weapons tend turned donated needy causes im curious though weapons used crimes bought shortly crime aquired means requirements registering shotgun come honest eriks used swords heres slightly used short sword battlefield supremacy weapon eleventh century trade easy financing sorry couldnt resist guys still slicing long knives really problem im gets scandanavians yes im couple generations longship used feared warriors planet mere millenia ago yet seem spend time sitting spas bit topless sunbathing maybe bit time homogeneous culture become civilized yes damned violent partially believe homogeneous culture dont identify americans first foremost im rather proud norwegian danish heritage whereas suspect couldnt care less welsh blood veins thanks raid ireland back time scale homogeneous culture important equally important basic philosophical difference personal versus collective good america individual important masses personal liberties prized sadly changing late trust notice call freedom makes laws restrict individuals little collective benefit hateful americans id hazard guess america less interested freedom personal liberty interested collective good never would sent armed forces anywhere one poor effect culture looking quite easy identify small segment population grandmother tells discriminated back denmark spoke low dane whereas others spoke high dane shortly world war ii remember low dane abolished one common dialect cannot fathom minor thing problem even obvious means identifying outsider take heart better gets posted native speakers helpful hints educational system people annoying tendency drop school sell drugs kind name thomas parsli use great grandfathers changed christian aarskog thats great one getting mispronounced think thats changed dont think needs anymore
"It's come to this, has it?  Defending Al Gore by comparing him to Dan Quayle?
I'd say that about says it all... back to the pit with ye, back to alt.fan.
dan-quayle!  Begone!

------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ 

Paul Havemann   (Internet: paul@hsh.com)",0,come defending al gore comparing dan quayle id say says back pit ye back altfan dan quayle begone paul havemann internet paulhshcom
"What's despicable is that this sordid incident is being glommed onto by all
sorts of people desperately trying to ""get a revolution."" It makes
""ambulance chasing"" by lawyers seem like a harmless pastime.

For the last few months, benighted souls have been calling C-SPAN on issues
as mundane as budget resolutions, saying that ""I don't know, I just have
the feeling there is going to be a revolution in this country,"" and so on.

Get real! For a real case study in revolution, go to Blockbuster Video
and check out ""Underground,"" a film made about the Weather Underground in
the 70's. Even with all the strife back then, the ""revolution"" never did
come. And Waco is supposed to be the spark of the end times?

In the tape, it is interesting to see the way the Weatherpersons dance
around the issue of one of their defining moments, which was when a few
of their comrades managed to blow themselves up manufacturing bombs in
a Greenwich village townhouse. The problem, one of them said, was that
they were so caught up in their armed struggle that they *forgot* about
their own personal safety and weren't ""careful."" But of course that was
*society's* fault, a society that didn't instill a sense of worth in
the people, so they neglect their own safety.

Current apologists for Koresh may pick up some important rationalization
tips from this tape!",0,whats despicable sordid incident glommed onto sorts people desperately trying get revolution makes ambulance chasing lawyers seem like harmless pastime last months benighted souls calling c span issues mundane budget resolutions saying dont know feeling going revolution country get real real case study revolution go blockbuster video check underground film made weather underground even strife back revolution never come waco supposed spark end times tape interesting see way weatherpersons dance around issue one defining moments comrades managed blow manufacturing bombs greenwich village townhouse problem one said caught armed struggle forgot personal safety werent careful course societys fault society didnt instill sense worth people neglect safety current apologists koresh may pick important rationalization tips tape
"Certainly many religious beliefs seem to be positive principles for
everyday living.  Indeed, I believe it is the Islamic religion which
avoids alcohol (I apologize if I name the wrong religion) and that
is certainly a physical positive in many respects.  However, this
proves nothing.  Just because something is a ""basic, pragmatic
principle of day-to-day living"" TODAY doesn't mean it evolved from
the same.  Especially those beliefs and (mostly) positions held based
on interpretations of the religion.

Religious beliefs come from many places but most will be backed up
(after many levels of arguments) to ""Because that's how it is written.""
or ""God says...""  Now I'm not faulting that but that is not a basic,
pragmatic principle as you mean it in this context.  It is a belief
based on faith, which by definition is not necessarily backed up by
logic.  Faith is a given.  God is a absolute truth when arguing from
religion.  Also, many religions would reject your thesis that their
beliefs simply come from these day-to-day principles.

In summation, if you wish to use religious arguments be prepared to
back them up with ""It says in the [fill in religious document here],""
because most religions (things which at least I denote as religions)
are based on the writings of or teachings of [fill in religious
figure here].

NOTE: Religion is a charged topic and if I offended anyone regarding
	  my references to God, I apologize.  Please insert your own
	  sensible references, the argument should apply to nearly all
	  religions.",0,certainly many religious beliefs seem positive principles everyday living indeed believe islamic religion avoids alcohol apologize name wrong religion certainly physical positive many respects however proves nothing something basic pragmatic principle day day living today doesnt mean evolved especially beliefs mostly positions held based interpretations religion religious beliefs come many places backed many levels arguments thats written god says im faulting basic pragmatic principle mean context belief based faith definition necessarily backed logic faith given god absolute truth arguing religion also many religions would reject thesis beliefs simply come day day principles summation wish use religious arguments prepared back says fill religious document religions things least denote religions based writings teachings fill religious figure note religion charged topic offended anyone regarding references god apologize please insert sensible references argument apply nearly religions
"Dear friends,

I am a graduate student in Education at the University of Tennessee. As part of
the requirements for a research class in music education I designed a
questionnaire to colect data for my research project. The study intends to
determine which techniques (if any) have been used to teach music for the deaf.

If you have any experience in music education for the deaf and would like to
help me with this project, your help would be very much appreciated. 

If you also want to exchange some ideas about the subject matter, feel yourself
welcome. I have been working in this area for a while (in Brazil _ by the way,
I am Brazilian _ and also in US) and I am very pleased with the results.

I hope that this inquiry will not cause too many inconveniences. Thank you for
or time and consideration.


                         __QUESTIONNAIRE__
                  Teaching Music for deaf children.

NAME ________________________________
ADDRESS/ E-MAIL _____________________
EMPLOYING INSTITUTION _______________
YEARS OF EXPERIENCE_________ GRADE LEVEL(S)____
EDUCATIONAL BACKGROUND:BACHELOR__ MASTERS__ DOCTORATE__
PROFESSIONAL FIELD:SPECIAL EDUC.__  MUSIC EDUC.__ OTHER*__
*If you checked ""other"", please indicate your major: ____

	Some school systems require music to be taught to deaf children, other
school systems have not thought of the possibility to teach music for children
with hearing limitations. The following questionnaire was designed to find out
how teachers face the issue of teaching or not teaching music for the deaf.
Also, a part of this study is to determine teachers attitudes towards music
programs for deaf children.

	DIRECTIONS:
	READ THE FOLLOWING QUESTIONS AND CIRCLE THE NUMBER THAT BEST DESCRIBES
YOUR ATTITUDE TOWARDS MUSIC FOR DEAF CHILDREN (LEFT COLUMN), AND CIRCLE THE
APPROPRIATE ""YES"", ""NO"" OR ""NOT APPLICABLE"", WHETHER YOU DO THE TASK (RIGHT
COLUMN).

SD= Strongly disagree			Y= yes
DIS= Disagree				N= no
NEU= Neutral				N/A= not applicable
AG= Agree
SA= Strongly agree

SD  DIS  NEU  AG  SA		COMPETENCIES			Y  N  N/A
___________________________________________________________________________
1   2    3    4   5	1.Deaf children can be educated in      y  n  n/a
 			music.
1   2    3    4   5	2.Deaf children should have regular     y  n  n/a
			music classes.
1   2    3    4   5	3.A special music teacher must posses   y  n  n/a
			an appropriate training in a variety
			of communication methods to use with
			deaf children.
1   2    3    4   5	4.In preparing the lessons the teacher  y  n  n/a
			must keep in mind that deaf children
			may present special needs in order to
			participate in musical activities.
1   2   3     4   5	5.Deaf and normal hearing children   	y  n  n/a
			should have music classes together.
1   2   3     4   5	6. 80% of a succesful music experience  y  n  n/a
			by a deaf child depends upon the
			teacher's creativity and commitment
			with the subject matter.
1   2   3     4   5	7.Deaf children can learn to appreciate y  n  n/a
			music but they will never be a musician
			or a performer.
1   2   3     4   5	8.Deaf children are not able to		y  n  n/a
			discriminate and recognize sounds.
1   2   3     4   5	9.Deaf children can not distinguish	y  n  n/a
			among loud and soft sounds.
1   2   3     4   5	10.Deaf children can never match the    y  n  n/a
			music in their head to a note on a
			musical instrument.
1   2   3     4   5	11.The most appropriate material to	y  n  n/a
			start music classes for the deaf
			would be the folk songs said he would be replaced by the military commandant of
Baku, police Major-General Abdullah Allakhverdiyev. There was no official
confirmation.",1,dear friends graduate student education university tennessee part requirements research class music education designed questionnaire colect data research project study intends determine techniques used teach music deaf experience music education deaf would like help project help would much appreciated also want exchange ideas subject matter feel welcome working area brazil way brazilian also us pleased results hope inquiry cause many inconveniences thank time consideration questionnaire teaching music deaf children name address e mail employing institution years experience grade levels educational backgroundbachelor masters doctorate professional fieldspecial educ music educ checked please indicate major school systems require music taught deaf children school systems thought possibility teach music children hearing limitations following questionnaire designed find teachers face issue teaching teaching music deaf also part study determine teachers attitudes towards music programs deaf children directions read following questions circle number best describes attitude towards music deaf children left column circle appropriate yes applicable whether task right column sd strongly disagree yes dis disagree n neu neutral n applicable ag agree sa strongly agree sd dis neu ag sa competencies n n deaf children educated n n music deaf children regular n n music classes special music teacher must posses n n appropriate training variety communication methods use deaf children preparing lessons teacher n n must keep mind deaf children may present special needs order participate musical activities deaf normal hearing children n n music classes together succesful music experience n n deaf child depends upon teachers creativity commitment subject matter deaf children learn appreciate n n music never musician performer deaf children able n n discriminate recognize sounds deaf children distinguish n n among loud soft sounds deaf children never match n n music head note musical instrument appropriate material n n start music classes deaf would folk songs said would replaced military commandant baku police major general abdullah allakhverdiyev official confirmation
"It seems that, to keep the peace talks going, Israel has to keep
making goodwill gesture after goodwill gesture, while Palestinian
Arabs continue to go around hunting Jews.

If the peace talks are going to have any realistic chance of success,
the Arabs are going to have to start reciprocating, especially since
they are the ones who will be getting tangible concessions in return
for giving up only intangibles.  If they keep trying to change the
already agreed upon rules, which seems to be one of their favorite
games, the Israelis are not likely to be very confident that the
intangibles they will receive at the bargaining table will be worth
the parchment they're written on.

It takes two to negotiate a peace.  It's time for the Arabs to start
doing their share.",1,seems keep peace talks going israel keep making goodwill gesture goodwill gesture palestinian arabs continue go around hunting jews peace talks going realistic chance success arabs going start reciprocating especially since ones getting tangible concessions return giving intangibles keep trying change already agreed upon rules seems one favorite games israelis likely confident intangibles receive bargaining table worth parchment theyre written takes two negotiate peace time arabs start share
"...

    Sounds just like a racial theory that Hitler outlined in Mein Kampf.



-- 
------------------------------------------------------------------------------------------
Disclaimer: Opinions expressed are mine, not my employer's.",1,sounds like racial theory hitler outlined mein kampf disclaimer opinions expressed mine employers
"They certainly never CALLED themselves ""Palestinians""


Coming from a soldier that can't surprise you.  Eitan is now in
charge of Tsomet, and there's a reason why he only gets a few votes
every year:  They only elect him because he is squeaky clean, no 
corruption.


I'm ignorant.  What's New Statesman?

Oh, those Crafty Jews again!  When will you learn, anti-Semite from 
Iceland.
Let's face it, in 1967, what other view was there?

The penniless could mean anyone, big guy.  Grow up.  I hate
your brackets.  

They gave them advance warning.  Not like the PLO, eh?


Yeah, yeah.  More brackets.  Am I too picky?


Bracket man.
That was the truth.  Were you there, Elias?


So the Holocaust never happened, eh Naziman Elias?


Lehi always warned in advance.  Not the PLO, buddy boy.
It was true!  Why should Jews be unemployed?  We say that in
America, Jerky.

I firmly believe that today.

You don't understand metaphor, Naziman.
And your quotes lead nowhere.  Not only do I doubt there actuality,
but I guarantee they were compiled by some neo-Nazi group.

But I love your pseudo-intellectual approach.  It makes you
sound even dumber than your conclusions.

Echad medinot leshtai amim.",1,certainly never called palestinians coming soldier cant surprise eitan charge tsomet theres reason gets votes every year elect squeaky clean corruption im ignorant whats new statesman oh crafty jews learn anti semite iceland lets face view penniless could mean anyone big guy grow hate brackets gave advance warning like plo eh yeah yeah brackets picky bracket man truth elias holocaust never happened eh naziman elias lehi always warned advance plo buddy boy true jews unemployed say america jerky firmly believe today dont understand metaphor naziman quotes lead nowhere doubt actuality guarantee compiled neo nazi group love pseudo intellectual approach makes sound even dumber conclusions echad medinot leshtai amim
"Pardon me for interrupting, but why doesn't anyone ever bring up other
possibilities besides more government, less government, or no government
and stop there? It seems to me that the problems with society go MUCH
deeper than government. Democracies seem to reflective of the majority
of society, both the good and the bad. If you take away the government,
you still have the structural flaws in society, except this time, with
no restraints. Yes? No?
	Why doesn't anybody ever discuss communal society, like a
kibbutz? I never studied it on depth, but from what I've heard, the kibbutz
in Isreal was very successful. It is also very close to what Aristotle
and Socrates believed was the best.
	Sorry to detract from the discussion.


But what good is change if there is no tracable improvement in the human
condition? Who would ever support the change if you tell them it won't 
improve their lives? I know that there are, and will be, libertarians 
who will jump in now and say that it WILL improve our lives. I can deal
with that. All I'm saying is that improving the human condition must
be the PRIMARY goal of any organization.


------------------------------------------------------------------------------
""Who said anything about panicking?"" snapped Authur.           Garrett Johnson
""This is still just culture shock. You wait till I've       Garrett@Ingres.com
settled into the situation and found my bearings.
THEN I'll start panicking!"" - Douglas Adams",0,pardon interrupting doesnt anyone ever bring possibilities besides government less government government stop seems problems society go much deeper government democracies seem reflective majority society good bad take away government still structural flaws society except time restraints yes doesnt anybody ever discuss communal society like kibbutz never studied depth ive heard kibbutz isreal successful also close aristotle socrates believed best sorry detract discussion good change tracable improvement human condition would ever support change tell wont improve lives know libertarians jump say improve lives deal im saying improving human condition must primary goal organization said anything panicking snapped authur garrett johnson still culture shock wait till ive garrettingrescom settled situation found bearings ill start panicking douglas adams
"Hi Brad,

I have two comments:  Regarding your hope that the ""occupation will end... 
belive that stiff resistance..etc. - how about an untried approach, i.e.,
peace and cooperation.  I can't help but wonder what would happen if all
violence against Israelis stopped.  Hopefully, violence against Arabs
would stop at the same time.  If a state of non-violence could be 
maintained, perhaps a state of cooperation could be achieved, i.e.,
greater economic opportunities for both peoples living in the
""territories"".  

Of course, given the current leadership of Israel, your way may work
also - but if that leadership changes, e.g., to someone with Ariel
Sharon's mentality, then I would predict a considerable loss of life,
i.e., no winners.

Secondly, regarding your comment about the U.S. troops responding
to ""stiff resistance"" - the analogy is not quite valid.  The U.S.
troops could get out of the neighborhood altogether.  The Israelis
could not.

Just my $.02 worth, no offense intended.

Respectfully,",1,hi brad two comments regarding hope occupation end belive stiff resistanceetc untried approach ie peace cooperation cant help wonder would happen violence israelis stopped hopefully violence arabs would stop time state non violence could maintained perhaps state cooperation could achieved ie greater economic opportunities peoples living territories course given current leadership israel way may work also leadership changes eg someone ariel sharons mentality would predict considerable loss life ie winners secondly regarding comment us troops responding stiff resistance analogy quite valid us troops could get neighborhood altogether israelis could worth offense intended respectfully
"Los Angeles Times, Saturday, May 8, 1993.  Page A11.

FIGURE IN ADL SPY CASE ARRESTED AT S.F. AIRPORT

    ESPIONAGE: Former police officer is taken into custody upon
    arriving from Philippines, where he had fled after FBI
    interrogation.

By Jenifer Warren, Times staff writer

San Francisco -- A former San Francisco police officer who fled to the
Philippines amid accusations that he funneled confidential law
enforcement information to an investigator for the Anti-Defamation
League was arrested at the airport here on 11 felony charges, police
said Friday.

Thomas J. Gerard who abruptly left the United States in October after
the FBI questioned him about his activities, was apprehended Thursday
night after a source in the Philippines told investigators that Gerard
was returning home.

Gerard, 50, was booked into San Francisco County Jail early Friday
morning on eight counts of theft of government documents and one count
each of computer theft, burglary and conspiracy.

If convicted on all charges, Gerard could face 16 years in prison and
$40,000 in fines.  Bail was initially set at $250,000 after police
argued that he was a flight risk, but it was later reduced to $20,000. 
A friend of Gerard was trying to post bail late Friday afternoon, a
sheriff's spokeswoman said.

Gerard returned to the United because he missed his wife and child,
with whom he lived on a houseboat in Sausalito, and ""wanted to have
his day in court,"" said Police Capt. John Willett, his former boss and
one of two arresting officers.

Gerard, an undercover agent for the Central Intelligence Agency from
1982 to 1985, also feared that the CIA was out to kill him, Willett
said.  In an interview with The Times last month, Gerard threatened to
disclose illegal CIA support of death squads in Central America if he
was indicted and tried on the San Francisco spying charges.

Gerard is a central figure in a scandal over an intelligence network
operated by the Anti-Defamation League, a prominent Jewish civil
rights organization.  Investigators allege that Gerard illegally gave
criminal histories to Roy Bullock, a San Francisco art dealer who said
he has been an undercover ADL intelligence operative for 40 years.

Investigators said they found confidential police files in Bullock's
home computer -- which contained entries on 10,000 people and 950
groups -- and in boxes in his apartment.  Files have also been seized
under search warrants from ADL offices in San Francisco and Los
Angeles but authorities have not disclosed their contents.

Gerard could not be reached for comment Friday, and his attorney,
James Lassart, did not return telephone calls seeking comment.  In the
interview with The Times last month, however, Gerard acknowledged
snooping and sharing some information with Bullock, but denied any
criminal wrongdoing.

Bullock and Gerard also are under investigation for selling
intelligence to South Africa.

ADL officials have described Bullock as a $550-a-week independent
contractor and have vigorously denied knowledge of any illegal
activity.  On Friday, ADL lawyer Jerrold Ladar said Gerard's arrest
""has nothing to do with ADL.  Other than that, we have no comment on
the case.""

Arab-American groups -- which were a main target of the spying,
according to police -- applauded the arrest and pressed authorities to
pursue the investigation.

""We urge investigators to carry this case forward and to publicly
disclose the full extent of ADL and law enforcement involvement,"" said
James Zogby, head of the Arab American Institute in Washington.

Police, meanwhile, characterized Gerard's arrest -- the first in the
inquiry into the spying scandal -- as an unexpected breakthrough.  A
former police colleague of Gerard, Inspector Fred Mollat, visited
Gerard several weeks ago and urged him to return home.

""I knew he wouldn't want to live on an island on the lam forever, but
we didn't think it would happen this quickly,"" Capt. Willett said. 
""This development really speeds up our timetable on the case.""

During his 25-year career on the police force, Gerard was a highly
regarded officer known for his work in the department's intelligence
division.  His last assignment was on the gang task force.

After FBI agents questioned Gerard last fall, he took early retirement
and fled to the remote jungle island of Palawan, 300 miles south of
Manila.

Gerard was arrested at 8:40 p.m. as he stepped from his Philippines
Airlines flight. He was traveling alone and looked tanned but haggard
after his six-month hiatus, police said.

""He was surprised when he saw us standing there, and got a shocked
look on his face,"" Willett said.  ""Then he said, 'Hello, I'm back.'""",1,los angeles times saturday may page figure adl spy case arrested sf airport espionage former police officer taken custody upon arriving philippines fled fbi interrogation jenifer warren times staff writer san francisco former san francisco police officer fled philippines amid accusations funneled confidential law enforcement information investigator anti defamation league arrested airport felony charges police said friday thomas j gerard abruptly left united states october fbi questioned activities apprehended thursday night source philippines told investigators gerard returning home gerard booked san francisco county jail early friday morning eight counts theft government documents one count computer theft burglary conspiracy convicted charges gerard could face years prison fines bail initially set police argued flight risk later reduced friend gerard trying post bail late friday afternoon sheriffs spokeswoman said gerard returned united missed wife child lived houseboat sausalito wanted day court said police capt john willett former boss one two arresting officers gerard undercover agent central intelligence agency also feared cia kill willett said interview times last month gerard threatened disclose illegal cia support death squads central america indicted tried san francisco spying charges gerard central figure scandal intelligence network operated anti defamation league prominent jewish civil rights organization investigators allege gerard illegally gave criminal histories roy bullock san francisco art dealer said undercover adl intelligence operative years investigators said found confidential police files bullocks home computer contained entries people groups boxes apartment files also seized search warrants adl offices san francisco los angeles authorities disclosed contents gerard could reached comment friday attorney james lassart return telephone calls seeking comment interview times last month however gerard acknowledged snooping sharing information bullock denied criminal wrongdoing bullock gerard also investigation selling intelligence south africa adl officials described bullock week independent contractor vigorously denied knowledge illegal activity friday adl lawyer jerrold ladar said gerards arrest nothing adl comment case arab american groups main target spying according police applauded arrest pressed authorities pursue investigation urge investigators carry case forward publicly disclose full extent adl law enforcement involvement said james zogby head arab american institute washington police meanwhile characterized gerards arrest first inquiry spying scandal unexpected breakthrough former police colleague gerard inspector fred mollat visited gerard several weeks ago urged return home knew wouldnt want live island lam forever didnt think would happen quickly capt willett said development really speeds timetable case year career police force gerard highly regarded officer known work departments intelligence division last assignment gang task force fbi agents questioned gerard last fall took early retirement fled remote jungle island palawan miles south manila gerard arrested pm stepped philippines airlines flight traveling alone looked tanned haggard six month hiatus police said surprised saw us standing got shocked look face willett said said hello im back
"it may be a little late to reply to your tirade and also on an inaapropriate
board but along with all of the so called great things the white male has done they have also contributed to society by means of mass genocide, the theft of
ideas and cultures, creating and the perptration of historical lies throughouttime among many other horrible activities.
but every culture has its upside and its downside.  it seems to me that the 
white male (must be extremely ignorant to qualify for the following - if
you're not disregard) and western culture are the only things that look to 
actively classify things as good or bad, worthy or unworthy (ya dig)
it can be seen with slavery and the manipulation and destruction of the 
american indians civilization.  nothing but selfish acts that benefit one 
group of people (and not even their women get or got respected or regarded as
equal - ain't that some stuff)

white men - not being specific - but in a lot of cases are just wack or have
wack conceptions of how the world is to serve their purpose.  

just look at david koresh - throughout history (i may be shortsighted on this one so excuse my predjudiced ignorance) only white men associate themselves withbeing GOD.  no other culture is ignorant or arrogant enough to assume such a 
position.  and then to manipulate and mislead all those people.

hmmm...  i'd say look in your history books but since it seems that history 
has been written to glorify the exploits of white men you'd only find lies.

awww that's enough already from me because this has nothing to do with sex or this board.  if ya'd like to continue this discussion e-mail me and we can 
compare and contrast ideas

			i like conflict - it's educational when the 
			communcation is good......................

my $.02 worth

(i apologize to those who thought this was going to be about SEX but i was
prompted by a response i found up here)",0,may little late reply tirade also inaapropriate board along called great things white male done also contributed society means mass genocide theft ideas cultures creating perptration historical lies throughouttime among many horrible activities every culture upside downside seems white male must extremely ignorant qualify following youre disregard western culture things look actively classify things good bad worthy unworthy ya dig seen slavery manipulation destruction american indians civilization nothing selfish acts benefit one group people even women get got respected regarded equal aint stuff white men specific lot cases wack wack conceptions world serve purpose look david koresh throughout history may shortsighted one excuse predjudiced ignorance white men associate withbeing god culture ignorant arrogant enough assume position manipulate mislead people hmmm id say look history books since seems history written glorify exploits white men youd find lies awww thats enough already nothing sex board yad like continue discussion e mail compare contrast ideas like conflict educational communcation good worth apologize thought going sex prompted response found
